Version=0.9
1,15,3,11,97=27456
1,15,3,11,145=187469
1,15,3,11,101=12478
1,15,3,11,138=12577
1,15,3,11,262=11729
1,15,3,11,109=10234
1,15,3,11,147=11668
1,15,3,11,103=13228
1,15,3,11,105=10747
1,15,3,11,148=11686
1,15,3,11,149=15992
1,15,3,11,115=12943
1,15,3,11,107=12308
1,15,3,11,108=10908
1,15,3,11,160=10344
1,15,3,11,159=11460
1,15,3,11,141=12058
1,15,3,11,142=11181
1,15,3,11,260=12571
1,15,3,11,139=13963
1,15,3,11,95=14618
1,15,3,11,96=10956
1,15,3,11,119=11597
1,15,3,11,129=12120
1,15,3,11,137=12290
1,15,3,11,143=13572
1,15,3,11,144=11167
1,15,3,11,100=14978
1,15,3,11,99=12140
1,15,3,13,98=299231
1,15,3,13,38=79169
1,15,3,13,39=507891
1,15,3,13,28=111650
1,15,3,13,27=198488
1,15,3,13,160=7077821
1,15,3,13,143=8022198
1,15,3,13,26=786564
1,15,3,13,17=192243
1,15,3,13,101=621003
1,15,3,13,136=14238969
1,15,3,0,2=1510040
1,15,3,13,5=840611
1,15,3,13,146=17396641
1,15,3,13,132=12828369
1,15,3,33,1=54663
1,15,3,33,2=66488
1,15,3,33,3=14731
1,15,3,13,142=19507315
1,15,3,1,13=177808
1,15,3,33,13=314725
1,15,3,1,14=628
1,15,3,1,16=630
1,15,3,1,17=631
1,15,3,1,15=624
1,15,3,1,18=944
1,15,3,1,21=630
1,15,3,1,20=626
1,15,3,1,22=940
1,15,3,1,23=629
1,15,3,1,25=629
1,15,3,1,27=625
1,15,3,1,29=625
1,15,3,1,26=624
1,15,3,1,30=1
1,15,3,1,28=624
1,15,3,1,31=1
1,15,3,1,32=1250
1,15,3,1,34=666669
1,15,3,1,38=626
1,15,3,1,37=625
1,15,3,1,33=1727275
1,15,3,1,41=318
1,15,3,1,36=1186756
1,15,3,1,45=1
1,15,3,1,43=625
1,15,3,1,44=625
1,15,3,1,24=3126695
1,15,3,1,42=630
1,15,3,1,46=1
1,15,3,1,50=975
1,15,3,1,51=629
1,15,3,1,52=1248
1,15,3,1,40=3753
1,15,3,1,47=597
1,15,3,1,53=626
1,15,3,1,56=623
1,15,3,1,54=625
1,15,3,13,133=15223975
1,15,3,1,57=944
1,15,3,1,58=636
1,15,3,1,64=628
1,15,3,1,49=1
1,15,3,1,55=1873
1,15,3,1,67=1259
1,15,3,1,69=948
1,15,3,1,48=21640
1,15,3,1,68=1255
1,15,3,1,73=1253
1,15,3,1,72=1257
1,15,3,1,39=734942
1,15,3,1,71=1580
1,15,3,1,75=624
1,15,3,1,74=1891
1,15,3,1,78=1249
1,15,3,1,85=1258
1,15,3,1,88=624
1,15,3,1,89=1252
1,15,3,1,91=944
1,15,3,1,77=1266
1,15,3,1,86=3127
1,15,3,1,87=1249
1,15,3,1,98=624
1,15,3,1,97=631
1,15,3,1,102=1249
1,15,3,1,104=1
1,15,3,1,103=625
1,15,3,1,99=632
1,15,3,1,107=1248
1,15,3,1,114=1
1,15,3,1,121=1474
1,15,3,1,110=764
1,15,3,1,96=7764
1,15,3,1,123=874
1,15,3,1,119=709
1,15,3,1,122=1874
1,15,3,1,120=841
1,15,3,1,127=1891
1,15,3,1,118=4109
1,15,3,1,131=1252536
1,15,3,1,124=1508
1,15,3,1,35=9123507
1,15,3,1,128=7036541
1,15,3,1,126=7039767
1,15,3,1,133=629
1,15,3,1,137=625
1,15,3,1,138=625
1,15,3,1,139=624
1,15,3,1,134=629
1,15,3,1,142=1
1,15,3,1,141=625
1,15,3,1,130=1559482
1,15,3,1,125=7344112
1,15,3,1,145=627
1,15,3,1,144=13274
1,15,3,1,149=1253
1,15,3,1,148=631
1,15,3,1,147=942
1,15,3,1,150=626
1,15,3,1,151=625
1,15,3,1,155=627
1,15,3,1,132=3862509
1,15,3,1,157=1887
1,15,3,1,152=622
1,15,3,1,158=1872
1,15,3,1,143=2304910
1,15,3,1,146=2303321
1,15,3,1,159=1705227
1,15,3,1,154=2203
1,15,3,1,156=1708354
1,15,3,1,161=2827
1,15,3,1,165=625
1,15,3,1,168=986
1,15,3,1,160=623
1,15,3,1,153=1709303
1,15,3,1,163=1662360
1,15,3,1,166=2894672
1,15,3,1,167=3616916
1,15,3,1,164=6078060
1,15,3,13,2=2196
1,15,3,13,1=1886
1,15,3,1,171=801879
1,15,3,1,169=5388605
1,15,3,13,7=627
1,15,3,13,6=624
1,15,3,13,4=630
1,15,3,13,3=1361729
1,15,3,0,1=643637
1,15,3,1,170=4178082
1,15,3,13,29=1280
1,15,3,13,24=195151
1,15,3,13,31=682112
1,15,3,13,25=623
1,15,3,1,178=5031127
1,15,3,13,32=3052048
1,15,3,13,34=945
1,15,3,13,33=1257
1,15,3,13,30=1290423
1,15,3,13,35=1499
1,15,3,13,97=1
1,15,3,13,96=623
1,15,3,13,99=950954
1,15,3,13,36=953083
1,15,3,13,102=3810208
1,15,3,13,107=6125027
1,15,3,13,104=6476170
1,15,3,13,109=5291645
1,15,3,13,105=11907659
1,15,3,13,106=10236691
1,15,3,13,111=2244824
1,15,3,13,114=897
1,15,3,13,112=5810728
1,15,3,13,100=9969823
1,15,3,13,113=1980575
1,15,3,13,141=70148111
1,15,3,13,103=20341457
1,15,3,13,108=8867662
1,15,3,13,110=23776961
1,15,3,13,135=86946028
1,15,3,13,116=21407791
1,15,3,13,118=24049051
1,15,3,13,120=19713365
1,15,3,13,121=23909985
1,15,3,13,122=17039253
1,15,3,13,117=35629745
1,15,3,13,123=16106603
1,15,3,13,125=19910661
1,15,3,13,130=100288
1,15,3,13,126=20843420
1,15,3,13,134=1539993
1,15,3,13,115=40674182
1,15,3,13,124=23173883
1,15,3,13,144=1843042
1,15,3,13,127=20381866
1,15,3,13,147=4834854
1,15,3,13,138=13233257
1,15,3,13,129=19426667
1,15,3,13,149=108508
1,15,3,13,152=80022
1,15,3,13,148=4122284
1,15,3,13,150=7342897
1,15,3,13,140=23585395
1,15,3,13,119=66782389
1,15,3,13,154=16813617
1,15,3,13,128=52867053
1,15,3,13,139=31827969
1,15,3,13,151=25873394
1,15,3,13,158=3509380
1,15,3,13,156=21415459
1,15,3,13,159=318567
1,15,3,13,155=21683091
1,15,3,13,165=331526
1,15,3,13,131=21222739
1,15,3,13,164=14648407
1,15,3,13,157=22487104
1,15,3,13,153=21893601
1,15,3,13,163=11373368
1,15,3,13,161=7003797
1,15,3,13,145=49894445
1,15,3,13,169=9597827
1,15,3,13,166=21578355
1,15,3,13,137=255422134
1,15,3,13,170=28637888
1,15,3,13,162=35499796
1,15,3,13,168=38719954
1,15,3,14,66=62135
1,15,3,26,1000000=7956
1,15,3,14,179=7427
1,15,3,14,1=1686
1,15,3,13,167=31294969
0,15,3,13,160=22006798
0,15,3,13,143=22040229
0,15,3,13,136=23786793
0,15,3,13,142=22108632
0,15,3,13,146=22138870
0,15,3,13,98=19730
0,15,3,13,38=9730
0,15,3,13,39=19445
0,15,3,13,28=19745
0,15,3,13,27=29168
0,15,3,13,132=78805
0,15,3,13,19=9249
0,15,3,13,26=28502
0,15,3,13,133=107700
0,15,3,13,17=10228
0,15,3,13,101=19907
0,15,3,0,2=243157
0,15,3,13,5=2120513
0,15,3,13,141=22354756
0,15,3,37,2=224380
0,15,3,33,1=68881
0,15,3,37,3=507015
0,15,3,33,2=155461
0,15,3,33,3=39263
0,15,3,37,1=906771
0,15,3,33,4=39220
0,15,3,33,5=27338
0,15,3,33,8=48400
0,15,3,33,9=48693
0,15,3,33,10=68212
0,15,3,33,11=19235
0,15,3,33,12=38848
0,15,3,37,5=1374436
0,15,3,33,6=29167
0,15,3,1,13=49568
0,15,3,33,13=186977
0,15,3,1,14=78048
0,15,3,37,4=1885504
0,15,3,1,16=38906
0,15,3,1,17=48168
0,15,3,1,15=19131
0,15,3,1,19=9414
0,15,3,1,18=19524
0,15,3,1,21=78043
0,15,3,1,20=58516
0,15,3,33,7=88147
0,15,3,1,22=19568
0,15,3,1,23=215112
0,15,3,1,25=195344
0,15,3,1,27=98340
0,15,3,1,26=78378
0,15,3,1,29=77981
0,15,3,1,28=176200
0,15,3,1,30=117351
0,15,3,1,31=127258
0,15,3,1,32=68309
0,15,3,1,24=527978
0,15,3,1,34=116307
0,15,3,1,33=184794
0,15,3,1,38=49359
0,15,3,1,37=38394
0,15,3,1,36=147169
0,15,3,1,41=30090
0,15,3,1,35=2320882
0,15,3,1,40=392542
0,15,3,1,45=897499
0,15,3,1,43=235104
0,15,3,1,44=536063
0,15,3,1,42=9664
0,15,3,1,39=724820
0,15,3,1,46=849218
0,15,3,1,50=468211
0,15,3,1,51=443375
0,15,3,1,52=118436
0,15,3,13,135=4144567
0,15,3,1,47=1275762
0,15,3,1,53=103216
0,15,3,1,56=122528
0,15,3,1,54=209561
0,15,3,1,57=187984
0,15,3,1,58=157032
0,15,3,1,60=37462
0,15,3,1,59=33980
0,15,3,1,63=47521
0,15,3,1,61=48337
0,15,3,1,49=468842
0,15,3,1,66=28031
0,15,3,1,65=17228
0,15,3,1,64=73593
0,15,3,1,55=102619
0,15,3,1,67=86141
0,15,3,1,69=81751
0,15,3,1,70=35088
0,15,3,1,62=38931
0,15,3,1,68=87211
0,15,3,1,48=1154228
0,15,3,1,73=82101
0,15,3,1,72=87632
0,15,3,1,71=69790
0,15,3,1,76=27331
0,15,3,1,75=76858
0,15,3,1,74=249296
0,15,3,1,79=20694
0,15,3,1,80=21978
0,15,3,1,78=75643
0,15,3,1,82=9526
0,15,3,1,81=25241
0,15,3,1,84=28773
0,15,3,1,85=155970
0,15,3,1,88=60184
0,15,3,1,89=67911
0,15,3,1,90=42428
0,15,3,1,86=192742
0,15,3,1,92=23932
0,15,3,1,91=74858
0,15,3,1,77=92139
0,15,3,1,93=13175
0,15,3,1,94=14377
0,15,3,1,83=21217
0,15,3,1,87=111993
0,15,3,1,98=141565
0,15,3,1,97=93248
0,15,3,1,100=28579
0,15,3,1,101=20102
0,15,3,1,95=18211
0,15,3,1,105=25875
0,15,3,1,106=20589
0,15,3,1,102=79993
0,15,3,1,96=213199
0,15,3,1,104=70829
0,15,3,1,103=103292
0,15,3,1,99=109179
0,15,3,1,107=117815
0,15,3,1,112=24445
0,15,3,13,137=37247514
0,15,3,1,109=24919
0,15,3,1,111=24444
0,15,3,1,108=25141
0,15,3,1,113=25181
0,15,3,1,116=20817
0,15,3,1,117=25462
0,15,3,1,114=82138
0,15,3,1,121=126119
0,15,3,1,110=69299
0,15,3,1,119=1160261
0,15,3,1,122=221432
0,15,3,1,115=30528
0,15,3,1,123=223222
0,15,3,1,118=836114
0,15,3,1,129=32597
0,15,3,1,120=75959
0,15,3,1,127=169695
0,15,3,1,126=1415318
0,15,3,1,131=1602017
0,15,3,1,124=320653
0,15,3,1,135=24310
0,15,3,1,136=48976
0,15,3,1,128=1710835
0,15,3,1,125=2769783
0,15,3,1,133=1083675
0,15,3,1,130=2765523
0,15,3,1,140=21240
0,15,3,1,137=1579316
0,15,3,1,138=1316190
0,15,3,1,139=950573
0,15,3,1,134=1085944
0,15,3,1,142=737555
0,15,3,1,141=841920
0,15,3,1,132=3291197
